iy,ix,mean,std,skew,kurtosis,entropy,count_valid_pixels
2,0,100.79222720478326,21.998441294880017,2.238013321943148,7.6414404801333795,5.64096800906865,1
3,0,128.31752232142858,52.50072453687494,0.972114930312747,-0.44150234959767154,6.662455955923447,1
3,1,184.86285714285714,34.32711341849557,-0.1605215258665758,-0.7690224709946416,6.321493112942252,1
3,2,135.82926829268294,16.570473945596053,2.322036911078472,4.217477427136728,3.9619597863528124,1
4,0,130.98939732142858,51.85220453617935,0.9412666079087442,-0.49841708172416865,6.715843218599819,1
4,1,205.08035714285714,17.51157825801931,0.8589981786995358,2.057062742451893,5.304005777845626,1
4,2,176.81654676258992,35.574425170403636,-0.26925892310011174,-1.485323816670313,6.169522088491231,1
4,3,131.21505376344086,13.117622934385725,2.8839764518716993,9.236452600683785,4.591329730483519,1
5,0,132.46930803571428,50.036963524154956,0.8632598332827176,-0.5545004041083037,6.77921227691776,1
5,1,199.80636160714286,16.410128070187465,1.3695825295624133,1.8219097299867597,5.353151090509845,1
5,2,205.95535714285714,15.34979838912338,1.8647545844510418,2.2271030985357623,4.758283759722373,1
5,3,183.5537799631223,34.30273090324654,-0.7755858857486798,-0.943157377338784,5.871719641943877,1
5,4,140.14285714285714,31.178434842211153,1.703962928886139,1.750831978537354,5.685520770637943,1
6,0,134.27232142857142,55.411795997624886,0.858758340955687,-0.7425094113142547,6.764416624893228,1
6,1,191.35491071428572,25.14498446493909,0.7688332346867175,0.0014953316801031846,6.338222509427644,1
6,2,168.14174107142858,27.7317950034167,-0.3675965752123555,-0.8153650354332243,6.525317742310173,1
6,3,200.51674107142858,8.693038373612465,-3.373289557227428,12.766867617600688,3.9953975513940567,1
6,4,200.9125,39.02489389799798,-0.5914984854469273,-0.3252855835585575,6.153076302117105,1
6,5,147.83163265306123,34.13392320933787,1.0155475675714283,-0.3593705958205371,6.2580263231340405,1
7,0,139.87540141297367,57.36952652846516,0.6794225389268155,-1.052221821519432,6.721452899677804,1
7,1,202.78683035714286,19.512452657299754,1.4332400951371926,0.6427500211533332,4.969836200279544,1
7,2,160.10881696428572,37.06551707705846,-0.7041417671104379,-0.9328448888592411,6.358594698338077,1
7,3,126.23102678571429,42.122246855975185,0.45806722128617794,-1.1746163651676023,6.9525049018504665,1
7,4,203.31919642857142,37.6786919614482,-0.3601764767335072,0.12045377198647866,5.979533432512207,1
7,5,195.08370535714286,23.15974036491619,-2.15841504383889,4.282243456595363,5.271533682676907,1
7,6,132.63659793814432,35.23447820537941,1.17326032755074,0.39454062457459527,6.3195925343166826,1
7,7,90.85135135135135,19.58328191612126,3.3584698470940384,10.539707502347317,4.058097156493266,1
8,0,199.12987012987014,34.845056162161264,-0.5285646443754588,0.4362633841460215,5.684172194372031,1
8,1,199.68451106352606,14.960871017149243,1.9255361433974145,3.2976923832905625,5.038019511203254,1
8,2,202.77845982142858,13.734834342414336,2.3150148426449815,4.759896582867557,4.760380071140455,1
8,3,159.77678571428572,43.12132951697135,-0.770177600947055,-0.9715061526416524,6.4012502338432755,1
8,4,108.35044642857143,31.618928691314252,0.910781808840664,-0.03925022459051064,6.670389232613688,1
8,5,170.69921875,40.41617260847716,-1.4335162491637072,0.8363240040219182,6.286448404738074,1
8,6,142.75279017857142,42.52014678761003,1.1566526678921445,-0.03850199819084166,6.2750841336928875,1
8,7,119.1357773251867,35.53414395549257,1.5524611297514728,1.511448287361107,6.298155977161726,1
8,8,98.096,16.11008330208134,3.742999706729396,16.083378214700613,4.738757411514429,1
9,1,193.1904761904762,8.17440283311292,0.6780797731376791,1.4693203288674317,4.520952844740272,1
9,2,192.53852526926264,30.40369039889015,-0.6397746585136035,-0.06169403061336398,6.392064353807936,1
9,3,201.81696428571428,6.512435061272851,-3.776543323135265,36.21093760754667,3.9373189756456783,1
9,4,171.47265625,43.891255765544905,-0.866989770799675,-0.3485381491334678,6.601813951909434,1
9,5,96.85212053571429,32.18336322187576,0.9885753805733741,0.47118064127568227,6.6843167574421685,1
9,6,89.99330357142857,28.60532230348779,0.3556475966383589,1.3363606616702244,6.171911058370998,1
9,7,108.04743303571429,16.86403360917573,4.238744049850418,24.796896658750263,4.841167055897277,1
9,8,130.74851013110847,38.791071672781115,1.4056573931887113,0.8237851202064084,6.443310552547785,1
9,9,109.14933837429112,22.028903605949385,2.720956504594274,7.84558597620331,5.428475505485355,1
10,3,175.11111111111111,36.91969374206983,-0.25453676129286307,-1.537940817164339,6.160702678030515,1
10,4,222.88113839285714,31.71445636384237,-0.8959712750892849,0.684837962223126,5.073801776701284,1
10,5,183.69977678571428,34.95601892205042,-1.7876224120065878,2.1485383890906133,5.692596322953863,1
10,6,63.732142857142854,30.756109916468265,2.7130462164613114,7.940184701439705,5.720606461221714,1
10,7,76.73660714285714,20.8709320054049,0.6588617099214533,2.980919180917393,5.833130865008191,1
10,8,115.23381696428571,32.419259517498645,3.0786159822696413,8.756722561456924,5.205004114226146,1
10,9,123.88714205502527,31.6939172128472,1.9610754352824897,2.741996424246894,5.721240491485421,1
10,10,116.74555555555555,27.366823633780907,1.9881528204858554,3.546780079681448,5.929873714512012,1
11,4,164.96418732782368,40.98593908038459,0.4858743008408441,-1.237893503468662,6.329344297060408,1
11,5,194.29688385269122,24.967383061076326,-1.995992620819542,3.1061407669387213,5.145200289718512,1
11,6,126.95089285714286,47.6160804274589,1.1574064546668723,0.530809980377617,6.728984265563624,1
11,7,69.24441964285714,18.93676248263942,0.7137012039322053,-0.8950306516196727,5.7054638939691715,1
11,8,78.13392857142857,15.132817068327675,0.3815862741024124,-0.8013862121945148,5.538056487962105,1
11,9,108.82533482142857,29.085660220601007,3.366403742650434,11.88733773443849,5.50608049319213,1
11,10,127.79575892857143,28.6665641759903,2.1244667124848147,4.098540909179858,5.782228918006927,1
11,11,118.77620173364855,31.980840911639085,1.8724270519559143,2.884057461159447,6.076159754584636,1
11,12,96.74137931034483,11.489215850358267,5.1716063725964085,30.344667736654515,3.5817604009066333,1
12,5,152.25641025641025,38.36199083162157,0.5953416218076475,-1.0128307886601453,6.337374116575092,1
12,6,147.99882214369848,38.812162781362154,0.6378709789873265,-1.233858464189454,6.250259436562631,1
12,7,108.08984375,14.57781106414864,3.6935153261110423,36.00254572937811,4.895706851010252,1
12,8,93.05970982142857,35.06957856871429,2.668630431374241,8.540772449319503,6.219245525657831,1
12,9,81.47154017857143,16.35901872393307,1.3046677747179534,3.011566470575767,5.791931201868574,1
12,10,109.80859375,14.672757564286206,-0.655758614608341,-0.5127371502098037,5.518687458096616,1
12,11,123.76283482142857,24.207946378341237,2.3554551058837028,6.568216833641213,5.48638033466492,1
12,12,120.32449903038139,32.937278560864115,1.6953096988550806,2.0514191283713235,6.2476909987704,1
12,13,100.49535603715171,11.293542229108983,4.230107034766535,27.571909720147,4.425860650640325,1
13,6,186.8231707317073,31.903042131802,-1.9910467559357907,3.0892886311723435,5.546813959290054,1
13,7,128.13810420590082,35.348730052231375,1.4519131662618583,1.2849828872624487,6.413515606742177,1
13,8,120.30189732142857,29.78520270153621,3.1134467528645926,9.157065418025336,5.209236713199402,1
13,9,96.625,14.120851160606431,1.7670662237469221,8.796946455442772,5.505734080268495,1
13,10,97.72098214285714,17.145557445204982,0.6041406381390189,1.3338145524713667,5.872356852705427,1
13,11,116.72265625,29.208238274892707,2.84944365798757,9.640515522572917,5.57881890927312,1
13,12,123.43638392857143,19.94868903128435,1.6818295067064049,8.511136954479316,5.0915108129539,1
13,13,127.41836141778036,32.66859261598396,1.6236637473438142,1.9535810114872572,6.293235312727379,1
13,14,100.41009463722398,15.027701833231859,3.4527507669926787,13.653157670818928,4.822471734883802,1
14,7,96.90425531914893,18.936944163002764,3.2045017312164914,10.235151600285,4.615040819903906,1
14,8,121.5079365079365,35.29119874102379,1.5343289452773206,1.3292966438830245,6.255209250271382,1
14,9,124.45145089285714,33.91948002442037,2.426719471174316,4.973943352064609,5.607541623056272,1
14,10,115.93638392857143,12.175812797557718,2.7877744617098714,26.74310869694402,5.2143503933689965,1
14,11,110.22712053571429,13.566563782675395,1.5808561491260116,4.171398532711508,5.431585957840612,1
14,12,114.07142857142857,9.499966433882697,3.2782729291797876,15.554385266470309,4.635628716436766,1
14,13,123.36383928571429,10.866447190577032,3.584166185885674,36.72190094094532,4.4225569464411105,1
14,14,130.27917364600782,31.5680153665121,1.4369020785146742,1.6267434180713218,6.2092168429555255,1
14,15,103.11822660098522,24.36228638367667,3.295316431307272,11.672729448706551,5.2965883147024835,1
14,16,92.39393939393939,3.6092422938507256,0.1784965736690875,-0.9011062946136907,3.4297210128388693,1
15,8,103.0813953488372,22.165453487027055,2.5255479721912466,5.357744421989169,4.42851519222736,1
15,9,120.33359683794467,33.66521083640492,1.6588926375837751,1.8232012870012673,6.222239685884687,1
15,10,129.33091517857142,22.111738954882693,2.6048716254193724,7.201799175801668,5.351888832766854,1
15,11,132.30412946428572,25.34059562281347,3.419940672974772,11.859837584436402,5.1572732374714905,1
15,12,117.11551339285714,13.766570549406447,1.9593605955449618,5.170046648247544,5.352863778814347,1
15,13,111.82310267857143,11.910026434021882,1.7751899895445018,14.351680569985977,4.91645756427418,1
15,14,122.92299107142857,5.544028961407063,-0.06598199860207433,-0.5394975512795184,4.4799937176075915,1
15,15,133.30133928571428,27.463828451370606,1.7177741988810147,2.9262590791404284,5.725563970015552,1
15,16,110.05718475073314,28.62739110874653,2.2833517900358924,4.853134994853865,5.825195034826878,1
15,17,92.67261904761905,2.062987384865302,0.3044839906354956,-0.17793621860013964,3.053549653056684,1
16,9,113.43478260869566,29.224507414982945,1.268831792759567,0.1458317252238337,3.5883543471731403,1
16,10,116.04606525911709,30.55107722242598,1.9259772982590162,2.909131749884275,5.8926397637236185,1
16,11,123.40457589285714,32.068248949207494,1.7720931951805963,2.577102040911008,6.145906306168827,1
16,12,125.74832589285714,8.254310798057988,-2.137609977753891,4.566836471015193,4.366789183530181,1
16,13,117.91573660714286,14.860742646383887,0.8017528519599234,5.185884318417518,5.43260953606972,1
16,14,114.55022321428571,13.32884810906258,2.595468876401081,7.754189962565352,5.01515015702473,1
16,15,120.75167410714286,5.918366491651909,0.22663398338885585,-0.4752305229668221,4.507832015035789,1
16,16,133.30078125,21.140696816558542,2.4701827503687044,7.1884034801721555,5.343765154015384,1
16,17,120.94596273291926,32.176727622159795,1.8031843722301737,2.6773498443227615,6.217509815697445,1
16,18,103.57739557739558,8.234480158896076,4.935979466004831,39.25103387505688,4.167465232880496,1
17,11,105.60301507537689,24.690917316788706,2.752393009316511,6.991205094284341,5.147461992364222,1
17,12,130.6447072072072,31.557226816193573,1.4440194968545788,1.6146965702227227,6.205846993901496,1
17,13,129.27790178571428,9.001909671861519,3.51880893755335,53.338517520870745,4.037807119896774,1
17,14,124.04073660714286,10.256966987313477,1.8853784819430093,8.365586371057075,4.7545976872508735,1
17,15,115.90848214285714,15.636584831609161,2.317011272885475,5.793954266761837,5.020580747228681,1
17,16,118.58035714285714,5.974295225704664,0.5617996715384388,1.3329882026623476,4.417753053646718,1
17,17,132.1796875,16.47471921207246,3.7966190770057424,15.239978401465429,4.707803995850576,1
17,18,128.6244292237443,31.15721727948687,1.6468621179565661,2.090090371896699,6.235480571752314,1
17,19,140.16021361815754,43.97287630978558,-0.22391727211310278,-1.7265127259779327,6.317797026355566,1
18,12,100.03893805309734,17.397545517190384,3.2584672200591367,11.766921895963728,5.083831566319038,1
18,13,125.07611853573503,33.95621328946739,1.4025006390913355,1.3220374832388995,6.274270313443691,1
18,14,130.46595982142858,14.180042949580832,4.460744398984931,23.14349665974905,4.044978377285399,1
18,15,124.85435267857143,6.733569041476601,-1.215219173756586,2.9888451155043088,4.543179332247122,1
18,16,117.89397321428571,13.928906201262476,1.5491165627106687,4.083283408100722,5.167495255574865,1
18,17,119.83035714285714,8.195587219501052,3.4409822748470296,15.487491658332651,4.307706323638055,1
18,18,131.21986607142858,11.15714088999534,5.172252141552858,35.96883094310369,4.50995299041837,1
18,19,163.60379464285714,26.448829198242944,0.3251995800074496,-0.8177912827679252,6.151170550061986,1
18,20,135.92654867256638,37.89660950510143,0.4380015735558006,-1.4918039582529035,5.991472451045048,1
18,21,105.0,2.721442632134655,-1.1860797884002985,2.156438604924425,3.1201140656327717,1
19,13,98.024064171123,17.447306721232337,3.4025394129225215,12.66472209906267,4.890700479336452,1
19,14,117.89551321450523,34.2911737291998,1.584062035002377,1.7695115741885061,6.239765851379806,1
19,15,132.86941964285714,19.32071086718047,2.9248176832558332,9.683095619908094,4.749479548082292,1
19,16,128.83035714285714,4.574923677851169,-1.8234331476820158,3.3561283661378987,3.7251969854182403,1
19,17,119.42410714285714,12.043301676626502,1.804036026024138,4.0281894658167126,5.0131040878018425,1
19,18,116.20982142857143,7.693961684118506,0.8260553991787112,6.13563025280142,4.759803192258633,1
19,19,130.45200892857142,6.2422216225983655,0.353755152429392,0.06190136494751686,4.582104217167304,1
19,20,141.36774553571428,27.199172942511993,1.5532432229240054,2.1303153864674194,5.953465767993176,1
19,21,114.74309392265194,23.10850622694817,3.181283741671739,10.047418350730764,5.0335245560529085,1
19,22,103.47391304347826,2.6664937719628794,0.8566387757611199,5.332456992195873,3.2243626064803954,1
20,14,94.50678733031674,4.047925461082753,0.34025556929002004,1.5011109494146408,3.930411002930436,1
20,15,114.29919678714859,31.723551306889437,1.9040001603439392,2.8336074187333784,6.017221157282064,1
20,16,135.44363839285714,24.763122282033713,2.0213723723070802,5.0015813405172285,5.502963094046286,1
20,17,131.29408482142858,4.522390803777471,-0.9551331847517454,1.771874274046393,4.08089661059038,1
20,18,120.1484375,10.307778021337343,0.547436557541024,1.5326256401536584,5.232848426660837,1
20,19,120.23660714285714,9.597120992551009,1.867003768894554,6.599983860304375,4.748370140592418,1
20,20,129.5390625,6.728938107135864,0.5876208674341303,-0.6472941604920379,4.516381879747605,1
20,21,140.19698660714286,23.37052888540927,1.9593681491640995,4.620128788149818,5.581214294002574,1
20,22,120.45039085989177,27.95161244278222,2.247503509911037,4.669097902466789,5.763532380884065,1
20,23,101.278,7.105822682842571,6.174685666904207,57.1648512008921,3.9755567241404712,1
21,15,94.37614678899082,4.405561520252354,0.6379504687928604,-0.4722910951674213,3.9038916514862283,1
21,16,109.84166666666667,27.169500340222925,2.6604613670037986,6.839548483088064,5.526657314252388,1
21,17,136.66852678571428,27.821468306372633,1.7157105672443362,2.7396716363591693,5.823984378613668,1
21,18,133.21986607142858,4.2563878444125764,-0.29371555710875774,-0.5187945950621491,4.057484700171533,1
21,19,124.65290178571429,8.415086132378798,0.47992244464825445,3.4215375857702703,4.719958973770791,1
21,20,120.18805803571429,9.440888241174457,1.9564446414112395,4.935634937398025,4.69303057838718,1
21,21,125.84877232142857,6.795646637734203,0.27481421822607455,-0.5430947658546206,4.667750000794997,1
21,22,136.06808035714286,20.35205892692362,2.929233705758423,9.072082992173538,5.143184917607323,1
21,23,126.08732394366197,29.58246020860422,1.859899909073041,2.878512658710525,5.975946229467139,1
21,24,107.74652777777777,18.832703086287573,3.743416663723676,14.886371287442419,4.956795078698501,1
22,16,101.72972972972973,1.8106091053453215,-0.16810875669249115,-0.4783653617013157,2.754505053824077,1
22,17,107.48288288288288,19.974920644449362,3.3469841575476855,12.32868957647454,5.238686285552486,1
22,18,132.60714285714286,31.763841792329895,1.4586283246665215,1.671558809949178,6.102258464645352,1
22,19,131.68415178571428,9.996238966579435,6.967395682521613,52.78628885759236,3.550491869639034,1
22,20,126.47767857142857,5.747724080970605,-0.2037919540663847,1.3686897533007834,4.442701423069954,1
